What is meant by colour symbolism in media products?,"It is when colours suggest ideas or feelings, such as red for danger or passion and green for nature."
How can colour create impact in a media product?,"Bright, bold, or contrasting colours can attract attention and make important elements stand out."
How can colour help engage an audience?,It can match audience expectations and create the right mood or tone for the product.
What is one reason typography is important in media products?,"It helps communicate meaning and can affect how professional, serious, playful, or modern a product appears."
What is kerning in typography?,The spacing between individual letters.
What is leading in typography?,The vertical space between lines of text.
How can graphics help communicate meaning quickly?,"Symbols, icons, and logos can be recognised fast and help the audience understand a message at a glance."
"What is the main focus when studying colour, graphics, and typography?","How they convey meaning, create impact, and engage audiences."
"What are the three key functions of colours, graphics, and typography?","The three functions are conveying meaning, creating impact, and engaging audiences."
"What strengthens an explanation of colour, graphics, and typography?",Relevant examples from real media products.
What three roles of colour should you understand in media products?,"Colour can be symbolic, set the tone, and create engagement."
"For 'Understanding of Graphics', what key concept explains how they convey meaning quickly?",Graphics convey meaning quickly based on the audience's past experiences.
What two specific types of graphics are common in media products?,Logos and icons.
"Typography can add meaning, capture attention, and represent what?",Brand identity.
What three aspects of typography can add meaning and impact?,"Emphasis, font size, and font types."
"Why is it important to include examples when writing about colours, graphics, and typography?",Examples help show how the design choices work in real media products.
Why might a designer choose a sans serif font for a digital product?,"Because it is often clear, modern, and easy to read on screens."
Why might a designer choose a serif font for a print product?,"Because it can suggest tradition, formality, and readability in longer printed text."
