Name two examples of primary research methods that involve direct interaction with people.,Face-to-face interviews and focus groups.
"Besides interviews and surveys, name three other types of primary sources.","Questionnaires, original photographs and news footage, and polls."
What is the term for a first-hand account used in a newspaper report?,A primary source.
What is the primary purpose of conducting interviews in media contexts?,"To gather information to present to listeners, viewers, or readers."
An interview in which a journalist asks members of the public for their opinion is known as a _____.,Vox Pop
Who are the participants in a focus group?,They are carefully selected participants who reflect the target audience.
What is the main activity that participants engage in during a focus group?,They participate in a planned discussion to give their views and respond to each other.
"In advertising, what is a common use for a focus group?",To find out desirable product features or the reaction to a product.
How might a focus group be used in the field of politics?,To hear the public's response to different policies.
What is the fundamental goal of an online survey?,To take the opinions of a sample of people from a population to find information about them.
Through what digital platforms are online surveys typically completed?,They are completed via websites or apps.
What tool is used to analyse the data collected from the series of questions in an online survey?,A computer program.
Video footage and photos of _____ are considered primary sources.,real events
Give two examples of what primary source video footage might be used for in the media.,"Politicians’ statements and comments, or what is happening in a war or conflict."
Which two primary research methods should you know the advantages and disadvantages of?,Focus groups and online surveys.
What is a focus group?,A small discussion with selected people from the target audience to gather opinions.
Give one advantage and one disadvantage of online surveys.,"Advantage: they can reach many people quickly and cheaply. Disadvantage: answers may be brief, dishonest, or lack detail."
What is a key difference between focus groups and online surveys?,"Focus groups give detailed discussion, while online surveys collect answers from larger numbers more quickly."
What terminology should you use when writing about primary research methods?,"Terms such as focus group, online survey, target audience, quantitative data, and qualitative data."
How do focus groups and online surveys differ?,"Focus groups provide detailed opinions from small groups, while online surveys gather broader data from larger samples."
