"According to the source, all jobs in the media industry have what two types of elements?",Creative and technical elements.
"In the media industry, more senior roles often have _____ responsibilities in addition to creative and technical ones.",management
Creative roles in the media industry provide significant opportunities for imagination and what else?,Original ideas.
What is the primary role of a script writer in the media industry?,To create a screenplay for a film or TV programme.
What two types of tools might a script writer use to create a screenplay?,A word processor or specialist screenwriting software.
"A screenplay shows what each character says, which are known as their what?",Lines.
"Besides dialogue, what information about filming is given in a script?",The locations where filming will take place.
What non-verbal or technical details might a script writer include in a screenplay?,Emotions and some camera shots and movement.
With which two other key production roles do script writers typically work?,Producers and directors.
What is the primary function of an animator?,An animator works on creating animation.
"An animator might work with computer-based animation, which can be either _____ or _____.",2D or 3D
What are two non-computer based animation techniques an animator might use?,Hand-drawn or stop-motion.
What are two examples of projects that an animator might work on?,A full feature film or a cartoon.
Who typically oversees the work of an animator or a team of animators?,A director.
Why is animation typically carried out by a team of animators rather than an individual?,Because it is a time-consuming process.
What is the main task of a copy writer?,To create copy (text).
What is the intended purpose of the copy written by a copy writer?,"To engage, entertain, inform, or educate the reader."
"A _____ creates many different media assets, such as short videos and photographs.",content creator
What are some examples of media assets that a content creator might produce?,"Short videos, photographs, and images."
For which platform are the assets created by a content creator often designed to be suitable for sharing?,Social media.
What is a web designer primarily responsible for regarding a website?,The look and feel of the website.
A web designer is expected to have strong skills in what area?,Graphics and design.
A web designer should have a good understanding of web languages such as _____ and _____.,HTML and CSS
Who does a web designer often work with to handle the actual coding of a website?,A web developer.
"Name one of the creative job roles listed in the R093 specification, starting with 'G'.",Graphic designer.
"Name one of the creative job roles listed in the R093 specification, starting with 'I'.",Illustrator / graphic artist.
"Name one of the creative job roles listed in the R093 specification, starting with 'P'.",Photographer.
What are the three main stages of work in many creative media roles?,"Pre-production, production, and post-production."
Name two creative roles in the media industry.,"Examples include script writer, animator, copy writer, content creator, web designer, graphic designer, illustrator, and photographer."
What does a script writer do?,"A script writer creates the screenplay, including dialogue, locations, and some production details."
What are the three main stages of media production work?,"Pre-production, production, and post-production."
