Secondary sources contain information that has had _____ or analysis of the original information.,interpretation
Name two examples of secondary sources provided in the 'Pack A' slides.,Books and journals.
Name three further examples of secondary sources mentioned in the material.,"Internet sites, magazines and newspapers, and television."
How does a history book typically function as a secondary source?,It gives an interpretation of an event based on primary evidence like diary entries and letters.
What type of content do academic journals contain?,They contain papers based on research by experts such as doctors and professors.
"In the context of academic journals, what does 'peer-reviewed' mean?",The research papers have been checked for quality and validity by other experts in the field.
Why are articles in magazines and newspapers often considered secondary sources?,"Because they frequently reuse, analyse, or comment on other primary sources."
When can an item in a magazine or newspaper be considered a primary source?,"When it features original content, such as original photographs or a direct interview."
What determines if an internet website is a primary or secondary source?,The specific content you are looking at on the website determines its classification.
A video showing the original footage of a person being rescued from a river is what type of source?,A primary source.
Why is a newspaper article that talks about a football team's performance considered a secondary source?,Because the article is an interpretation or analysis of how the team is performing.
A magazine article describing what a reviewer thinks of a new games console is what type of source?,"A secondary source, as it contains opinion and interpretation."
What is quantitative data?,Data that can be measured and is typically numerical.
The statistic '93% of customers are happy' is an example of what type of data?,Quantitative data.
What is qualitative data?,"Data that describes the quality of something and is non-numerical, often based on opinions or experiences."
"A customer review calling a new ride 'incredible, scary and a real rush' is an example of what type of data?",Qualitative data.
What was the key issue with Colgate's claim that '80% of dentists recommend Colgate toothpaste'?,"The survey allowed dentists to tick more than one option, making the claim misleading."
What is a significant advantage of using books and academic journals for research?,"They are often written by experts and peer-reviewed, giving them high reliability and credibility."
What is a common disadvantage of using books and journals for research?,The information can be out of date due to the long publication process.
Identify a key advantage of using internet sites as a secondary research method.,They provide quick and easy access to a vast amount of up-to-date information.
What is a major disadvantage of using internet sites for secondary research?,"The information can be unreliable, biased, or inaccurate, requiring careful checking of its validity."
State an advantage of using newspapers and magazines for research.,They provide current information about recent events and can present a variety of viewpoints.
What is a primary disadvantage of using newspapers and magazines as research sources?,"They can be biased or sensationalised, and it is important to check the validity of their claims."
