"What three core elements do websites typically contain, according to the source material?","Websites contain text, images, and graphics."
How are websites delivered to the user?,Websites are delivered via the Internet.
Multimedia products are delivered via _____ installed on computers.,programs
What is the key difference in the delivery method between websites and multimedia products?,"Websites are delivered via the Internet, whereas multimedia products are delivered via programs installed on computers."
Name one type of media asset commonly used when making websites and multimedia products.,Photographs.
"Besides photographs, name another media asset used in websites and multimedia products.",Video / film.
What audio-based media assets are used in websites and multimedia products?,"Sound, audio, music, podcasts, or radio."
"What type of media asset is used for buttons, menus, and layout in websites?",Graphics.
What specialised file format is mentioned for playing e-books and brochures in dedicated software?,PDFs.
What type of content do social media platforms primarily allow users to post?,"User-generated content, such as photos and text."
How are social media platforms usually funded?,They are usually funded by advertising.
"What term describes applications installed onto smartphones, tablets, and smart televisions?",Apps.
List two examples of app categories mentioned in the text.,"Games, shopping, navigation, office and work, email, and social media apps."
Define Augmented Reality (AR).,Augmented Reality (AR) makes use of real-world footage and superimposes digitally created graphics onto it.
Which social media app is given as an example of AR for adding overlays onto a user's face?,Snapchat.
Which game is an example of AR that adds digital characters to places in the real world?,Pokemon GO.
What type of AR application is IKEA Place used for?,"Interior decoration, allowing furniture to be virtually added to a room."
How does Virtual Reality (VR) differ from Augmented Reality (AR)?,"Virtual Reality (VR) creates an entirely computer-generated world, whereas AR overlays digital elements onto the real world."
What is the primary design purpose of digital games?,Digital games are designed to entertain.
Name three types of devices on which digital games are played.,"Consoles, handheld computers, personal computers, smartphones, or tablet computers."
What is the format of comics and graphic novels?,They are paper-based print published products.
Comics are described as being similar to what other print product?,Magazines.
Graphic novels are described as being similar to what other print product?,Illustrated books.
In which print product are comic strips often contained?,Newspapers.
What special display technology is characteristic of e-Books?,A special display that uses e-ink.
What is a key visual limitation of a typical e-ink screen?,The screen is typically limited to black and white.
What is the main advantage of an e-ink screen for reading outdoors?,"It reflects light like a real book, making it work very well in bright sunlight."
For what type of written content are e-Books particularly well suited?,Novels.
"Due to screen limitations, e-Books do not work well for what types of publications?",Magazines or heavily illustrated books.
What is a key role of websites in the media industry?,To promote content and engage with users.
What does the concept of multimedia products involve?,"The integration of various media types like text, images, video, and audio into a single product."
What is a primary role of eBooks in the media industry?,To facilitate the distribution and consumption of digital written content.
How has the introduction of eBooks impacted the distribution of content?,"It has enabled instant, global distribution of books digitally, bypassing traditional physical printing and shipping."
VR and AR contribute to media sectors by creating what kind of experiences?,Immersive experiences.
