What is the primary purpose of a storyboard?,To visually show what happens in each scene or shot in a timeline.
Name three types of media products for which storyboards are commonly used.,"Films and videos, animation, and computer games."
A storyboard timeline typically flows from _____ to _____ and top to bottom.,left; right
What are four key components found on a storyboard's title block or header?,"Title of the project, author name, version number, and page number."
What six elements can be included within a single storyboard frame to provide detail?,"Transitions, timings, character movements, camera movement, scene description, and lighting instructions."
What are four types of sound information that can be included as part of a storyboard?,"Dialogue, sound effects, ambient sound, and music."
How might different camera angles of the same scene be labelled on a storyboard?,"They may be labelled with letters following the scene number, for example, 1A, 1B, 1C."
What is the main benefit of including timings for scenes in a storyboard's notes?,They give an overall feel of how long the scenes and final product might be and indicate shot importance.
Name the three types of locations mentioned for filming or photography that can be noted on a storyboard.,"Studio (Indoors), Soundstage (Indoors), and Outdoor locations."
What is a major advantage of filming in a studio?,"It is a controlled environment, so there are no problems with the weather."
What are two disadvantages of filming in a studio?,There is a hire fee to rent the studio and lighting equipment is needed.
What is a primary advantage of using a soundstage for production?,"It is a very large, controlled, and sound-proofed space suitable for big-budget productions."
What are three disadvantages of using a soundstage?,"It is very expensive, requires set building, and requires equipment and lighting hire."
What is a key advantage of filming in an outdoor location?,It provides a realistic environment and a worldwide choice of locations.
What are three potential disadvantages of filming in an outdoor location?,"Weather conditions, the need for permits and time restrictions, and additional safety factors."
"Four types of sound in video, film, and games are dialogue, sound effects, ambient sound, and _____ music.",background
"Techniques used to join two shots together, which can be noted on a storyboard, are known as _____.",transitions
List four common types of video transitions.,"Cut, fade in/out, dissolve, and wipe."
"What visual convention is often used in a storyboard to show the movement of actors, objects, or the camera?","Arrows, which may have descriptive writing inside them."
Who typically collaborates to create a storyboard for a media production?,A director will work with a storyboard artist.
Name three roles within a film's production staff who would need to see the storyboard.,"Location manager, lighting crew, and camera operators."
"In animation or games, who needs to see the storyboard to understand the requirements?","The animators, 3D modellers, and game programmers."
What is the main purpose of a visualisation diagram?,To show how a final static media product will look before it is created.
What three aspects of a design do visualisation diagrams help to show?,"The layout, the colour scheme, and the font choices (typography)."
A visualisation diagram should contain enough information for a _____ to make the final product.,graphic designer
What are four key elements included in a visualisation diagram?,"Images/graphics, layout of elements, annotation about colours, and information about typography."
"Besides the main content, what three other elements might be found on a visualisation diagram for a magazine cover?","A logo, price, and barcode."
List five different types of media products that use visualisation diagrams in their planning.,"Brochures, magazine covers, posters, DVD covers, and web pages."
What is an important rule when sketching images for a visualisation diagram?,"Sketches don't need to be perfect, but they must indicate how the final product will appear."
"Instead of fully colouring a background in a sketch, what quick technique can be used?",A set of lines can be used to quickly indicate a background colour.
"What is used on a visualisation diagram to explain further information such as typography, images, or colours?",Annotation.
Visualisation diagrams can be produced as hand-drawn diagrams or as _____ diagrams.,digital
Name three types of software that could be used to create a digital visualisation diagram.,"Word processors, desktop publishing software (e.g., Publisher), and graphics editing software (e.g., Photoshop)."
Who are the two main users or audiences for a visualisation diagram?,The graphic designers who produce the final product and the client who approves the idea.
What is the purpose of a wireframe layout?,To show the layout of pages or screens and how they are connected by links or actions.
Name three common uses for wireframe layouts.,"Website pages, interactive kiosk screens, and app screens."
How do wireframes typically compare to visualisation diagrams in terms of detail?,"Wireframes usually show less detail than a visualisation diagram, focusing on structure over aesthetics."
How are images usually indicated on a wireframe?,By a box with an X inside it.
How is text usually indicated on a wireframe?,By using lines or dummy text (like 'lorem ipsum').
Name three job roles that make use of wireframes.,"Website designers, website developers, and UX (User Experience) designers."
What specialist software can be used for creating wireframes?,"Programs such as Balsamiq, UXPin, or Axure RP."
Who comprises the 'creative design team' that makes storyboards?,The director and storyboard artist.
What is the purpose of showing a storyboard to a client?,To present ideas for approval before production begins.
What are the two types of 'action' that can be shown in a storyboard?,"Movement of actors or objects, and camera movement."
What is the term for a drawing or sketch of each scene or shot in a storyboard?,A storyboard frame or panel.
A _____ diagram allows a client to see how the final product will look before it is created.,visualisation
"What is the term for the choice and arrangement of fonts in a design, often annotated on a visualisation diagram?",Typography.
"In wireframing, the content for text, images, and video is often _____, meaning it will change.",dynamic
What does the 'UX' in 'UX designer' stand for?,User Experience.
What kind of media is a storyboard best suited for planning?,"Time-based media like films, videos, and animations."
What kind of media is a visualisation diagram best suited for planning?,"Static, visual media like posters, magazine covers, and leaflets."
What kind of media is a wireframe best suited for planning?,Interactive media like websites and applications.
"For a storyboard to be effective, what should its drawings clearly indicate?",Camera angles and shot types.
"For a visualisation diagram to be effective, what must it show about the positioning of items?",It must clearly show the positioning and overall layout of all items.
"For a wireframe to be effective, what should it clearly show besides the layout of a single screen?",It should show how pages or screens are connected by links or actions.
"In a storyboard, descriptions should add further information and not just state something _____ from the drawing.",obvious
What might be present on images used in a digital visualisation diagram before the licences are purchased?,Watermarks from stock photography websites.
The document that primarily focuses on navigation and the relationship between different screens is the _____.,wireframe layout
"Which planning document is most concerned with elements like camera shots, angles, and movement?",A storyboard.
"Which planning document is most concerned with typography, colour schemes, and the final aesthetic of a static product?",A visualisation diagram.
