What is the definition of hardware in a computer system?,It is any physical part of a computer system.
"What are hardware parts that plug into a PC, Mac or tablet known as?",Peripheral devices.
What is the function of a monitor or display when writing a script?,To see the script as it is being written and to ensure the layout is correct.
What peripheral hardware device is primarily used to type the text of a script?,A keyboard.
How is a mouse used when editing a script?,To select different sections of the script for actions like adding text or cutting and pasting.
What specialist input device replicates what a graphic artist or designer draws to the computer?,A graphics tablet.
"On a graphics tablet, what action is equivalent to pressing the left mouse button?",Touching the stylus to the tablet.
"Besides acting like a mouse, what other key feature does a stylus for a graphics tablet have?",Pressure sensitivity.
Name two examples of non-electronic drawing materials that are also considered hardware.,"Pens, pencils, rulers, or paper."
What is the term for the process of converting pre-production documents created on paper into a digital format?,Digitisation.
Name three types of pre-production documents that are often created on paper before being digitised.,"Mood boards, mind maps, visualisation diagrams, or storyboards."
What are the two main hardware devices used to digitise documents?,Scanners and digital cameras.
A _____ scanner allows a page to be laid flat for scanning.,flat-bed
What is an advantage of using a scanner with a sheet feeder?,It can automatically scan many pages.
"Compared to a camera, what advantage does a scanner have regarding lighting conditions?",There are no problems with shadows or poor lighting.
"What is a quick way to digitise documents, often using a smartphone or tablet?",With a digital camera.
Why is a digital camera better than a scanner for digitising a physical mood board?,The mood board may not fit in a scanner or may have 3D objects which do not scan well.
Why would a large mind map created by many people be better digitised by a camera than a scanner?,It is likely too large to fit into a scanner.
"Microsoft Word, Google Docs and LibreOffice Writer are all examples of what type of software?",Word processing software.
Why is word processing software well-suited for writing scripts?,It allows users to easily go back and edit text.
"Besides scripts, what other pre-production document can be created with word processing software by adding images and text?",Visualisation diagrams.
"Name a type of software, more advanced than a word processor, that can be used for visualisation diagrams.","Image editing software, presentation software, or Desktop Publishing (DTP) software."
Adobe Photoshop and Serif Affinity Photo are examples of what type of software?,Image editing software.
Microsoft PowerPoint and Apple Keynote are examples of what software category?,Presentation software.
Adobe InDesign and Microsoft Publisher are examples of what type of software?,Desktop Publishing (DTP) software.
"Image editors aimed at graphics made with lines, curves and fills are known as _____ graphics editors.",vector
Image editors aimed at graphics made up of pixels are known as _____ or bitmap image editors.,raster
What is the primary purpose of Desktop Publishing (DTP) software?,"To enable the creation of magazines, books, posters, and leaflets."
What is the main advantage of using DTP software over a word processor for creating a magazine layout?,It has page layout tools that make it easier to arrange images and text.
What hardware allows images to be drawn directly into a digital storyboard?,A graphics tablet or a touch screen.
What is a 'dedicated application' in the context of software?,Software made for one particular use.
Name one example of a dedicated application for creating mind maps.,"Freemind, Coggl, or XMind."
Name one example of a dedicated application for creating storyboards.,"Frameforge, Toon Boom Storyboard, or storyboarder."
"In the plenary scenario, which two hardware devices are specifically excluded from a list of tools for *creating* documents, as they are used for digitising instead?",Scanner or digital camera.
What is an example of dedicated scriptwriting software mentioned in the plenary?,Final Draft.
"According to the source, what type of software like Photoshop or Publisher could be used to create a storyboard?",Image editing or Desktop Publishing software.
Adobe Illustrator is an example of an image editor aimed at what type of graphics?,Vector graphics.
A storyboard that has been arranged in a certain way on a wall is best digitised with a _____.,digital camera
What type of software allows still images to be inserted into a digital storyboard?,Digital storyboard software.
"For professional quality, what type of digital camera might be used to digitise documents?",A DSLR camera.
