During which stages of a media project are technical roles required?,Technical roles are required in both the production and post-production stages.
Which technical role for film production involves operating camera equipment?,The Camera Operator.
The technical role responsible for editing audio during post-production is the _____ _____.,Sound Editor
What is the title of the technical role responsible for microphone setup and sound recording during production?,The Audio Technician.
Which technical role assembles filmed footage into the correct sequence?,The Video Editor.
Name the technical role that involves writing computer code for games.,The Games Programmer or Developer.
What is the primary responsibility of a Web Developer?,To write the computer code for a website.
A Camera Operator typically works under the supervision of which senior role?,The Director of Photography (DoP).
Name two pieces of equipment a Camera Operator might use for mounting or moving a camera.,"A tripod, or a track and dolly."
A Camera Operator works with a '_____' who is responsible for moving camera equipment.,grip
What is the main task of a Video Editor regarding the sequence of a film?,"To put all the scenes into the correct order, as filming often occurs non-chronologically."
With whom does a Video Editor work closely to create the 'final cut'?,The director.
In which phase of a project does an Audio Technician work?,The production phase.
In which phase of a project does a Sound Editor work?,The post-production phase.
What does the computer code written by a Games Programmer control within the game?,It controls the objects that appear on screen and how the player interacts with them.
Identify two specialist programming roles within game development.,Programming artificial intelligence (AI) or physics programming (for bounces and collisions).
Explain the fundamental difference between an Audio Technician and a Sound Editor.,"An Audio Technician records sound during production, whereas a Sound Editor edits that audio in post-production."
Which role selects the best shots from all the different footage and assembles them?,The Video Editor.
