"In mise en scène, what does the 'Setting & Location' component communicate?","It communicates genre, context, and can establish a sense of realism or fantasy."
What is the function of 'Props' in mise en scène?,"They are used to show character traits, plot details, or the time period."
"In mise en scène, a VR headset would suggest a _____ time period, while a quill pen would suggest a historical one.",modern or futuristic
What can 'Costume' reveal about a character in a visual media product?,"It can show their social group, era, role, or personality."
What theme does knight armour as a costume immediately suggest?,A medieval adventure theme.
"In visual design, what emotions are typically associated with a warm colour palette?",Excitement and happiness.
A cool colour palette is often used in visual media to communicate what ideas?,Calmness or technology.
What mood or feeling is a dark colour palette used to create?,Fear or tension.
What is 'high-key' lighting and what kind of mood does it typically create?,Bright lighting that creates a positive or friendly mood.
Lighting that uses dark shadows to create a sense of mystery or horror is known as _____ lighting.,low-key
What is the main purpose of 'Composition & Framing' in mise en scène?,It guides the viewer’s attention to important elements within the scene.
Name two principles of composition and framing.,Rule of Thirds and leading lines.
"Which component of mise en scène is crucial for communicating emotion and character intention, especially in posters and comics?",Facial Expression & Body Language.
What is 'Audio' in the context of a digital media product?,"Any sound element used to create atmosphere, guide user interaction, or deliver information."
What is the purpose of 'Dialogue / Narration' in a media product?,"It explains the plot, provides instructions, or builds a character's personality."
How is 'Music' used in sound design for digital media?,"It sets the mood, builds tension, or supports a brand's identity."
What are 'Sound Effects' (SFX)?,"Non-musical sounds like clicks, footsteps, or explosions that add realism and immersion."
Term: Foley,"Definition: Custom-recorded sound effects, such as recording cloth movement, created specifically to enhance realism."
What is the function of 'Ambient Sound' in audio design?,It creates a sense of setting and avoids empty 'dead air' by providing background noise.
What are some examples of ambient sound?,"Birds chirping, crowd noise, city traffic, or wind."
"In audio quality, what sample rate is considered 'CD quality'?",44.1 kHz.
Which uncompressed audio format is mentioned as an alternative to the compressed MP3 format?,WAV.
Give an example of how audio could be used for feedback in an interactive app.,A click or chime sound when a button is pressed.
What is the definition of 'Animation' as a digital media technique?,"The technique of creating moving images to communicate a message, tell a story, or demonstrate a process."
Which type of animation involves drawing each frame individually and is known for being smooth but time-consuming?,Traditional (Frame-by-Frame) Animation.
What kind of software is used for 2D Digital Animation?,"Software like Adobe Animate, Krita, or Pencil2D."
"Adverts, explainer videos, and animated logos commonly use which type of animation?",2D Digital Animation.
Which type of animation uses digital models created in software like Blender or Maya?,3D Animation.
What is 'Stop-Motion Animation'?,An animation technique where physical objects are moved slightly between individually photographed frames.
Claymation and Lego animation are examples of which broader animation type?,Stop-Motion Animation.
What is 'Motion Graphics'?,"The animation of text, shapes, and icons, typically to convey information."
Where are motion graphics commonly used?,"In adverts, title sequences, and other promotional media."
"In animation, what does 'Frame Rate' (fps) refer to?",The number of frames (images) displayed per second.
"What visual effect does a low frame rate, such as 12fps, create in an animation?","It creates a stylised, sometimes choppy, look."
What frame rate is standard for a film-like appearance?,24fps.
"For smooth motion in digital content, what frame rate is often used?",30fps.
"In animation, what are 'Keyframes'?","The major points of movement in a sequence, such as the start and end positions of an action."
The process where animation software automatically fills in the frames between keyframes is known as _____.,tweening
What does 'Timing & Spacing' control in animation?,"It controls the speed and rhythm of movement, making it appear fast, slow, or dramatic."
The animation principle of _____ makes movements look more natural by gradually accelerating or decelerating an object.,Easing (Ease-in and Ease-out).
What is 'Rotoscoping'?,"An animation technique where animators trace over live-action footage, frame by frame, to create realistic movement."
What is 'Lip Sync' in character animation?,The process of matching a character's mouth shapes to the sounds of spoken dialogue (phonemes).
Give one example of how animation might be used to fulfil a client brief.,Creating an eye-catching animated logo for branding purposes.
What type of audio is often used in student projects due to licensing simplicity?,Royalty-free music.
"In mise en scène, colour palette is used heavily in branding and _____.",visual identity
"What is one purpose of animating text, shapes, and icons in motion graphics?",To present information clearly and engagingly.
What is a key requirement for successful stop-motion animation?,Steady lighting and consistent camera placement.
What is the primary purpose of dialogue or narration in a media product?,"To explain the plot, provide instructions, or build personality."
What might you be asked to do when analysing mise en scène?,Identify mise en scène features and explain the meaning they communicate.
What should an animation choice be justified against?,The client brief and the purpose of the product.
