Define 'traditional media' in a single sentence.,"Traditional media refers to older, established forms of mass communication such as newspapers, magazines, radio, and broadcast television that existed before the internet."
"Traditional media includes older, established forms of mass communication such as newspapers, magazines, radio, posters, billboards and broadcast television, which existed long before the _____ and social media.",internet
What is the primary direction of communication in most traditional media formats?,"It is usually one-way, where the audience receives information but cannot easily respond or interact."
"Why might traditional media, often controlled by large organisations, feel more credible to an audience?","Control by large, established organisations can make it feel more professional and trustworthy."
Name three distinct types of traditional media channels.,"Print (e.g., newspapers), Broadcast (e.g., TV), and Outdoor (e.g., billboards)."
List three specific examples of 'Print' media.,"Newspapers, magazines, flyers, posters, or billboards."
List three specific examples of 'Broadcast' media products.,"TV adverts, radio adverts, sponsorship idents, or programme trailers."
List three specific examples of 'Outdoor' media.,"Bus stop adverts, transport adverts, building wraps, or shop signage."
What type of traditional media includes adverts shown before films and special event screenings?,Cinema.
"What category of traditional media do posted leaflets, catalogues, and door drops fall into?",Direct marketing.
What is a key strength of traditional media like TV and national print regarding audience size?,"They have a 'mass reach', meaning they can reach millions of people quickly."
What is a key strength of traditional media concerning audience perception?,"It has 'perceived trust', as established channels often feel more credible to audiences."
What is a major limitation of traditional media regarding audience participation?,It has low interactivity as it is mainly one-way communication.
"What is a significant financial limitation of using TV, radio, and large outdoor campaigns?","Cost, as these campaigns can be very expensive to produce and run."
How are traditional and new media frequently used together in contemporary advertising?,They are often mixed in modern campaigns to combine their respective strengths.
"When explaining why a traditional media method is suitable, what two things should you cover?",You should explain how the method reaches the audience and why it suits the product.
State one traditional media format that could be used to promote a new theatre show.,"A poster, radio advert, newspaper advert, or TV advert."
What is one advantage of using a TV advert for a charity appeal compared to a social media advert?,"Its mass reach allows the charity to appeal to a very large, broad audience quickly, potentially increasing donations."
Describe one limitation of using posters to target teenagers.,"Posters are static and offer low interactivity, which may not engage an audience accustomed to dynamic digital content."
What is another limitation of using posters to target a specific demographic like teenagers?,"They have a broad, untargeted reach, meaning many people outside the target audience will see them, making it an inefficient use of budget."
"For a 9-mark question discussing a media mix, what should the final paragraph contain?",A justified conclusion recommending the best mix for the target audience and explaining why.
"The communication model for traditional media is typically _____, with limited interactivity.",one-way
Term: Sponsorship Idents,"Definition: Short visual or audio clips on TV or radio that state a company is sponsoring a programme, a form of broadcast media."
