"In a mind map, what is the term for the main theme placed at the centre?",The central node or central theme.
Components branching from the central theme in a mind map are placed in structures called _____.,nodes
How are nodes and the central theme connected in a mind map?,They are connected by lines known as branches.
"In a mind map, what is the term for the points that contain further information branching off from a main node?",Sub-nodes.
What is one purpose of a mind map related to the entirety of a project?,To record ideas for a whole project.
How do mind maps help in understanding project structure?,They show links between different parts and processes of a project.
What role do mind maps play in developing initial ideas further?,"They help to explore, break down, and develop each of the initial ideas."
Who can use a mind map in a media project?,Anyone involved in the creative process.
For what purpose might a graphic designer use a mind map when designing a magazine front cover?,To think of ideas for the cover and all the components that will be required.
What are the two main ways a mind map can be created?,It may be hand drawn or created digitally by computer.
What is a key characteristic of a well-produced mind map's structure?,It should give a clear structure to the ideas and be well laid out.
"Mind maps are used to generate _____ in a project, which are put into nodes.",ideas
"When reviewing a mind map, what is the first thing that needs to be taken into consideration?",The client requirements of the brief.
How should ideas be grouped in a strong mind map?,Logically.
What is a common area for improvement regarding the connections in a mind map?,Ensuring all nodes are linked with branches back to the main structure.
What is the primary purpose of a mood board in pre-production?,To generate ideas and concepts and to create a 'feeling' for a media product.
How do mood boards assist a creative team?,They act as a reference for others in the team to understand the look and feel to be created.
What are five types of items that can be included on a mood board?,"Images, text (typography), colour swatches, textures, and fabrics."
"When selecting images for a mood board, what quality should they possess as a collection?","They should be coherent and meaningful, giving a feeling for a specific product."
What is the collective term for the selection of colours chosen for a mood board or project?,A colour palette.
What aspects of typography might be included as samples on a mood board?,"Font styles, font sizes, and line spacing."
What type of content can be included on digital mood boards that cannot be on physical ones?,Video clips and sound or music samples.
"A video mood board contains a collection of videos to give a feel for a final product, including the pace of _____ and example audio sounds.",cuts
What would a sound mood board typically contain?,"A sequence of sounds, effects, and music that give a feeling for a product."
"Besides the creative team, who is a mood board primarily created for?",The client who is paying for the product to be produced.
Why is it often better to show a client a mood board first?,It is easier and cheaper than developing a full product which they might then reject.
What are physical mood boards?,"Boards where actual images, swatches, textures, and objects are physically placed."
What kind of software might be used to create a digital mood board?,"Image editing (e.g., Photoshop), presentation (e.g., PowerPoint), or desktop publishing software."
What is the main goal of a mood board regarding the final product's appearance?,"To give inspiration and ideas for the feel and style, not to show exactly how the final product will look."
What can be added to mood boards to explain thoughts and ideas further?,Annotation.
Why should a mood board be clear to other members of the creative team?,So they understand the intended style and feel.
A mood board's content should be coherent around a _____ and feeling and relate to the brief given.,style
What is a key difference in the layout or structure of a mood board compared to other documents?,Mood boards should not be formally laid out or squashed into one corner.
"In the colour meanings guide, what emotions are associated with Red?","Courage, excitement, and danger."
What feelings are linked to yellow in colour psychology?,"Optimism, creativity, and fun."
"In colour psychology, what does the colour Purple often represent?","Mystery, spirituality, and royalty."
What meanings are associated with the colour Blue?,"Trust, responsibility, and loyalty."
What ideas are linked to green in colour psychology?,"Natural, reliability, stability, safety, and harmony."
What feelings or emotions are associated with the colour Orange?,"Enthusiasm, happiness, and positivity."
What ideas are often conveyed by the colour Black in design?,"Power, authority, and elegance."
Name four job roles in a creative team for a magazine that would use a mood board.,"Graphic designer, photographer, illustrator/graphic artist, and creative director."
In what stage of a project are mood boards typically used to generate ideas and establish a style?,At the start of a project.
What is a common area for improvement related to font choice on a mood board for a modern brand?,"Using a more modern font (e.g., sans-serif instead of serif) and providing more choices."
What key visual element is often missing from less effective mood boards?,A clear colour scheme or colour palette.
What is the key difference between the purpose of a mind map and a mood board?,"A mind map structures ideas logically, while a mood board conveys a feeling or style visually."
Which pre-production document is better for breaking down the logistical components of a video shoot?,A mind map.
Which pre-production document is better for establishing the visual aesthetic and emotional tone of a website?,A mood board.
