What is the unit code for 'Creative iMedia in the Media Industry' mentioned in the source material?,R093.
What is a useful first step when revising how businesses use social media?,Watch or read revision material and make notes.
Why is a quick recall quiz useful when revising a topic?,It checks whether the content has been understood and remembered.
What is one benefit of using an online quiz platform for revision?,It gives a quick way to test understanding.
How could you practise explaining how businesses use social media?,Write a short explanation using examples.
Why is checking your own answers after revision useful?,It helps you spot gaps in your knowledge and improve your notes.
Why is looking at model answers or worked examples useful in revision?,It helps you see what a strong answer looks like.
What should you do with reading materials when revising a topic?,Read through them and add any extra information to your notes.
"Social media platforms, digital games, and _____ are all media products.",comic books
What are two primary functions of social media for businesses?,To connect with customers and to promote their products.
Name three social media platforms that businesses commonly use.,"Any three from: Facebook, Twitter, YouTube, Instagram, Snapchat, TikTok."
What shows a weak understanding of how businesses use social media?,A basic description without specific examples.
A general explanation of social media use without detailed analysis lacks what?,Detailed analysis.
A strong explanation of how businesses use social media should include examples and some _____.,analysis
What does a high-quality explanation of how businesses use social media include?,"Clear understanding, relevant examples, and analysis of how social media supports promotion and customer engagement."
A high-quality explanation of how businesses use social media should link it to the wider _____.,media landscape
"According to the 'Pack A' reading materials, what kind of content do social media platforms allow users to post?",User-generated content.
The reading materials list 'photos' and 'text' as examples of what type of content?,User-generated content.
What is the usual funding model for social media platforms?,They are usually funded by advertising.
Social media platforms make heavy use of media like photos and _____ to lay out text and images.,graphics
Term: App.,"Definition: Software installed onto smartphones, tablets, and smart televisions."
Name the three types of devices mentioned in the source material where apps can be installed.,"Smartphones, tablets, and smart televisions."
"Besides games and shopping, name two other categories of apps mentioned in the reading materials.","Any two from: navigation, office and work, email, social media."
