What are the two main things a workplan shows for a project?,It shows what needs to be done to complete a project and how long each part will take.
What are the three key phases in the production of a creative media project?,"The three key phases are pre-production, production, and post-production."
"In a workplan, what is the term for the main parts of a project that need to be completed?",Tasks.
The specific actions that need to be done to complete a task are known as _____.,Activities or sub-tasks.
What does the term 'durations' refer to within a workplan?,How long a specific task or activity will take to complete.
What is the difference between 'timescales' and 'durations' in project planning?,"Timescales refer to how long the entire project will take, whereas durations refer to the time for individual tasks or activities."
A significant achievement in a project that takes no time to complete is called a _____.,Milestone.
What does the term 'workflow' define in a workplan?,The order in which tasks are carried out.
What visual element is often used in a workplan to indicate the workflow?,An arrow.
What are the three categories of 'resources' that a task might require?,"People, hardware, and software."
What is the purpose of including 'contingencies' in a workplan?,"To provide extra time or alternative plans in case a problem occurs, such as bad weather."
"In a workplan, what is meant by the term 'dependencies'?",A situation where a task requires one or more other tasks to be completed before it can start.
What is a major advantage of using dedicated project planning software regarding task durations?,Durations are automatically calculated.
How does altering the duration of one activity in dedicated project planning software affect other tasks?,It automatically changes the dates of all other dependent activities.
"Besides simple tables, what type of software can be used to make simple project plans?",Spreadsheet software.
Name an advantage of dedicated project planning software that facilitates teamwork.,Some software allows multiple users to make changes to the project plan.
What is the purpose of a workplan in a media project?,"To break down the project into achievable tasks, track progress, and ensure deadlines are met."
Which of the three production phases involves the main filming or creation of assets?,The production phase.
"Which production phase involves tasks such as editing, adding sound, and creating visual effects?",The post-production phase.
What are Gantt charts in the context of work plans?,They are visual representations used to show tasks against a timeline.
What role do milestones play in ensuring a project is completed on time?,"They mark significant achievements, helping to track progress towards meeting overall project deadlines."
What does the 'pre-production' phase of a creative media project involve?,This phase covers all planning and preparation tasks before the main production begins.
