"In the context of media production, what is a 'client'?","A company, charity, or person who commissions a product like an advert, TV programme, or film to be made."
What is the term for the values that guide a company's vision and direction?,Client ethos.
"Which company exemplifies the value 'We believe in the simple, not the complex' in its product design?",Apple.
List two ways Apple products reflect their ethos of simplicity.,"Mice with one button, smartphones with very few physical buttons, large and evenly spaced icons, or fingerprint/facial recognition."
What are the three main purposes of advertising mentioned in the source material?,"To sell more products, increase charity donations, or increase public awareness (for government advertising)."
A client brief will normally specify the _____ audience for the product.,target
What is audience segmentation?,The process of dividing a broad audience into smaller groups based on shared characteristics.
Name three categories that can be used for audience segmentation.,"Age, gender, occupation, income, education, location, interests, or lifestyle."
Why is it important to segment audiences for a media product?,"It allows the product to focus on a particular group, making its design and advertising more effective."
A company's _____ style or brand guidelines must often be followed in media production.,house
What are two elements that might be specified in a company's brand guidelines?,"A specific set of colours (hex/pantone codes), which fonts and sizes to use, or how to use slogans."
List three uses of a company logo that brand guidelines may not allow.,"Distorting the logo, changing its colour, moving parts around, using text without the graphic, or placing it too close to other objects."
Name three distinct film genres.,"Comedy, Action, Drama, Thriller, Science Fiction, or Documentary."
Name three genres of computer games.,"Action, Adventure, Educational, MMO, Puzzle, RPG, Simulation, Sports, or Strategy."
What component of a client's requirements may dictate that a film must be based on a novel?,The content requirements.
What does the 'timescale' in a client brief specify?,"The time available for both pre-production and the actual production of the product, including final deadlines."
A _____ brief is described as being 'out to tender' and containing formal language and information.,formal
What is a key characteristic of the language and tone of a formal client brief?,It uses formal language and contains a number of formal pieces of information and terms.
What kind of outcome do formal briefs typically have?,"A more specific, targeted outcome."
What is a key characteristic of an informal client brief?,"It uses more informal language, is shorter, and has fewer restrictions and limitations."
An informal brief tends to rely on the person having some _____ of the product already.,knowledge
"While a formal brief is usually written, does a written brief always have to be formal?","No, a written brief does not have to be formal."
What is the primary purpose of client discussions and meetings in an advertising agency?,To understand the client brief and requirements.
"After a script or visualisation diagram is produced, what happens to it?",It will be reviewed to ensure the brief has been fully met.
What type of presentation is given to the client before production begins?,A detailed and formal presentation.
A client _____ or specification will clearly outline the requirements for the finished product.,brief
What might be required if a client's budget is not sufficient for their expectations?,Negotiation.
List four items that are likely to be included in a client brief or specification.,"Purpose, target audience, product type, content outline, deadline, or brand image/house style."
"In the case study, who is the client of the 'Home' advertising agency?",Jet2holidays.
What was the central advertising concept used by Jet2holidays for the last two years?,The 'Hold my hand' concept.
What was the purpose of the 'Hold My Hand' advertising theme?,To make people feel inspired and to show many 'magical holiday moments'.
How did the Jet2holidays adverts create a feeling of inspiration and magic?,By using an uplifting sound track and showing lots of energy and experiences.
How did Jet2holidays adapt its 'Hold my hand' adverts for different target audiences?,"They made different versions for families, younger couples, and older couples."
What is a key advantage of using a formal brief?,"It provides a clear agreement and specific, targeted outcomes for efficient planning."
What is a key advantage of using an informal brief?,It allows for more creative freedom due to having fewer restrictions and limitations.
The specific set of colours with their hex code or pantone reference would be part of a company's _____.,house style or brand guidelines
Name two genres of music listed in the source material.,"Blues, Classical, Country, Electronic, Folk, Hip-hop, Jazz, Pop, Reggae, Religious, Rock, R&B, or Rap."
What are three types of products that can be produced in the media industry?,"Print (magazines, posters), Video, Film, or Audio and music."
The _____ are the particular types of people that a media product is aimed at.,target audience
What is a characteristic of a formal brief regarding its format?,It is usually a written document.
What process ensures a designer's interpretation of a brief is correct and appropriate for the audience?,Discussing a number of versions or iterations with the client.
A deadline for the release of a film is an example of what client requirement?,A timescale.
An advert for an expensive restaurant in an affluent area will likely use _____ advertising.,elegant
What is the name of the learning stage that involves watching a revision video?,Stage 1 – Revision Video.
"In the provided learning material, what is the purpose of Stage 2?",To test understanding of the video content with a 10-question multiple choice exam.
What could a student do in Stage 3 after learning about client brief formats?,Write or discuss an explanation of different client brief formats and their advantages.
Name three common formats a client brief can take.,"Written brief, verbal discussion, and a formal presentation or meeting."
What are some characteristics of different client brief formats?,"They may be written, spoken, or presented in a meeting, and each format gives information in a different way."
What is one advantage of a written client brief?,It provides a clear record that can be checked again during the project.
What helps make a response about client brief formats clear and easy to follow?,"Using clear paragraphs, accurate terminology, and a logical structure."
