What five elements need to be considered for the visual aspect of filming?,"Camera shots, camera angles, camera movement, type of camera, and lighting."
"The use of specific camera shots, angles, movements, and lighting are known as _____ codes in media products.",technical
What is a long shot?,A shot where the subject appears further away with lots of space around them.
What is one effect a long shot can be used to create for a single character?,It can be used to show an isolated character.
How can a long shot be used when filming a group?,It can be used to show many characters at once.
What does a close-up on an actor typically show?,It will primarily show their face.
What is the main purpose of using a close-up on an actor's face?,They are used to show how a character feels by revealing facial movements and reactions.
"Besides emotion, what is another key use for a close-up shot?",It can be used to show an important detail to the viewer.
What is the purpose of an extreme close-up?,It is used to show intense emotions or very small details.
What part of an actor's body does a mid shot usually show?,It usually shows actors from the waist up.
Why is the mid shot considered a very common shot type?,"It gives a lot of information to the viewer, such as dialogue, body language, and background context."
What aspect of an actor's performance is particularly visible in a mid shot?,"Body language, such as arm movements, can be viewed."
A long shot used to establish where characters are is known as an _____ shot.,establishing
How can a close-up shot be used to reference a future plot point?,"It can show a key object, such as a close-up of a knife to be used later."
How is a low-angle shot typically filmed?,"It is taken from ground level, enabling the viewer to look up at the subject."
What effect does a low-angle shot have on the perception of a character or building?,It can make them appear stronger and more powerful.
"In 'The Dark Knight', which camera angle is used to make The Joker look more powerful?",A low-angle shot.
What effect does a high-angle shot have on a character's appearance?,It will make a character appear smaller.
What feeling or situation can a high-angle shot be used to suggest for a character?,It can be used to show that a character is in danger or is vulnerable.
What type of real-world footage can a high-angle shot be used to suggest?,"It can suggest CCTV footage, as these cameras are normally placed high up."
What viewpoint does an over-the-shoulder shot provide to the audience?,It allows the viewer to see what a character is doing as if they are standing behind them.
What is an aerial shot?,"A shot, also known as a bird's-eye view, where the camera is high up and looking down."
What three pieces of equipment are often used to achieve aerial shots?,"Helicopters, drones, and cranes."
What is one use for an aerial shot related to location?,As an establishing shot to show geography and landscape.
How can an aerial shot be used to portray a subject?,It can be used to make a subject seem small or isolated.
"What is a common use for an aerial shot in a large-scale action scene, such as a war scene?",It can be used to show the action across a wide area.
What is panning?,Moving the camera horizontally left and right from a fixed position.
What piece of equipment is normally used to achieve the smoothest quality when panning?,A tripod.
What is the primary purpose of panning the camera?,It allows a character or object to be followed as it moves.
What is tilting?,The movement of a camera up and down from a fixed position.
"When a camera is fixed and adjusts the distance from a subject without physically moving, this is known as a _____.",zoom
What is a tracking shot?,"A shot where the camera physically moves, often to follow characters or objects."
What is a dolly in the context of camera movement?,"A wheeled cart or platform that a camera is put on, often placed on a track for smooth movement."
What is the effect of a handheld tracking shot where the camera wobbles?,It can make the world feel unstable or let the audience experience the scene as if they are walking or running.
How can you determine where lights have been placed in a scene?,It is useful to look at where the shadows and highlights are.
What is a key advantage and disadvantage of using natural light?,"It can be used creatively, but it is variable and can be too harsh in the middle of the day."
What is the main advantage of using studio lighting over natural light?,Studio lighting gives more control over the lighting environment.
What can spotlights be used for in studio lighting?,They can help create shadows to add depth to a scene.
What device is used to measure the amount of light falling on a subject?,A light meter.
What information does a light meter provide to a camera operator?,It allows them to know what settings to use on their camera for the correct exposure.
