What is the primary function of media codes in media products?,They are techniques and conventions that help to give meaning and engage the audience.
What are the three broad types of media codes?,"Technical, symbolic, and written codes."
"Which type of media codes are specific to the type of media being created, such as lighting and camera movement in film?",Technical codes.
"In film and television, what are four examples of technical codes?","Lighting, camera movement, transitions, and sound."
What technical codes might be used in a dream sequence to create a specific feel?,"Slow fades, gentle camera movement, and soft music."
"To suggest a sunny day and add energy to a scene, what type of lighting could be used as a technical code?",Natural and bright daylight.
How can camera movement be used as a technical code to add excitement to a scene?,By following the action with fast pans and tilts.
"To create a high-energy scene, what type of transitions are likely to be used between shots?","Quick transitions, such as cuts, rather than cross-fades or dissolves."
What kind of sound could be used as a technical code to create a high-energy and uplifting feel in a scene?,A soundtrack with a strong drum beat that builds towards the most exciting part of the scene.
"_____ codes are not a part of the media product itself, but are part of our culture and experience.",Symbolic
What are four ways symbolic codes can be conveyed in a media product?,"Through acting (gestures), colour, set design, and props."
"In the context of media codes, wedding rings are an example of what type of code?","Symbolic codes, as they give more information than just being two rings."
"What do the colours white, green, and blue on chocolate packaging often symbolise?","They are symbolic codes suggesting white chocolate, mint chocolate, and milk chocolate respectively."
What type of media codes apply to written text or dialogue in a script?,Written codes.
A _____ font could be used as a written code to show writing by a child or to create a more rustic feel.,handwritten
What is the typical purpose of using a large font size as a written code on a page?,"It is usually used for important elements, such as a title."
What is the term for music composed specifically to accompany a film?,A film score.
What is a key component of making a film or TV programme sound authentic?,Sound effects.
"What is the name for an artist who records sounds in a studio, such as footsteps, to add to a film's audio track?",A Foley artist.
"According to the source material, how might a Foley artist create the sound of treading on snow?",By treading on sand.
What material might a Foley artist use to create the sound of snow crunching?,Corn starch.
How can actors use dialogue to add interest and emotion to their lines?,They use vocal intonation.
What effect can the deliberate use of silence have in a film or TV programme?,It can be very effective at drawing the audience’s attention or adding suspense.
"To appeal to young children, what features might product packaging use?",More vibrant colours and an illustrated character.
What is typography?,"The way in which text is created to make it appealing, engaging, or more legible."
What are two key features of typography?,The font type (typeface) and font size.
What is the primary purpose of animation in media products like films and user interfaces?,It helps to attract attention and engage audiences and users.
"In user interfaces, how does animation help users understand that a process is happening?",By using a progress animation.
"Within websites and games, what is used to engage users with the content and create impact?",Interactivity.
What is the definition of Mise-en-scène?,It covers anything the camera sees to create an overall feel in a scene.
What is the literal French meaning of 'Mise-en-scène'?,Setting on the stage.
Name three elements that are part of Mise-en-scène.,"Set and props, framing and lighting, costumes and blocking (position)."
What is the function of transitions in film and video editing?,They connect two different shots together.
At what stage of production are transitions typically carried out?,During editing and post-production.
What type of transition is an instantaneous change from one shot to another?,A cut.
Describe a 'fade in' transition.,"A shot gradually appears on screen, often from black."
Describe a 'fade to black' or 'fade out' transition.,A shot gradually disappears until the screen is black.
What is a 'cross-fade' transition?,"A transition where the fade goes directly between two different shots, with one appearing as the other disappears."
Describe a 'wipe' transition.,One shot is replaced by another with a distinct edge that moves across the screen.
What is a 'jump cut'?,A transition where frames are removed from a single shot to make it appear to jump forward in time.
A _____ is a transition where the audio from the next scene begins before the video changes.,J cut
What is an 'L cut'?,A transition where the video of the next scene is shown while the audio from the previous scene continues to be heard.
